state,polling_place,premises,address,suburb,postcode,wheelchair_access,match_source,match_type,latitude,longitude
NSW,Regentville,Regentville Public School,School House Rd,REGENTVILLE,2745.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7767,150.668
NSW,St Clair,St Clair Public School,Timesweep Dr,ST CLAIR,2759.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7965,150.786
NSW,Stuart Street,Uniting Church Hall,Stuart St,PENRITH,2750.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7636,150.681
NSW,Werrington,Werrington Public School,Heavey St,WERRINGTON,2747.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7544,150.749
NSW,Werrington County,Werrington County Public School,John Batman Ave,WERRINGTON COUNTY,2747.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7454,150.747
NSW,York,York Public School,Evan St,PENRITH,2750.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.7764,150.69799999999998
NSW,Abbotsford,Abbotsford Public School,350 Great North Rd,ABBOTSFORD,2046.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8528,151.13
NSW,Burwood,Burwood Public School,Conder St,BURWOOD,2134.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8769,151.099
NSW,Burwood East,Burwood Girls High School,Queen St,CROYDON,2132.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8757,151.113
NSW,Burwood North,St Andrew's Anglican Church,37 Swan Ave,STRATHFIELD,2135.0,N,google geocode,ROOFTOP,-33.8675685,151.0953105
NSW,Burwood Park,Christian Brothers College,17 Comer St,BURWOOD,2134.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8719,151.10299999999998
NSW,Canada Bay,Lucas Gardens School,Cnr Queens Rd & Walker St,FIVE DOCK,2046.0,F,google geocode,GEOMETRIC_CENTER,-33.8684159,151.1136516
NSW,Chiswick,St Andrews Anglican Church,Cnr Bay Rd & Sibbick St,RUSSELL LEA,2046.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8541,151.139
NSW,Chullora South,Greenacre Public School Hall,Waterloo Rd,GREENACRE,2190.0,N,google geocode,GEOMETRIC_CENTER,-33.9028235,151.0579235
NSW,Concord,Sydney Cheil Church,Cnr Concord Rd & Sydney St,CONCORD,2137.0,N,2010 Polling Places,"Match 02 - state, premises, postcode",-33.864000000000004,151.094
NSW,Concord Central,St Marks Presbyterian Church,14 Cormiston Ave,CONCORD,2137.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.8598,151.102
NSW,Concord East,Concord Public School Hall,Cnr Burwood Rd & Stanley St,CONCORD,2137.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.8634,151.107
NSW,Concord North,Concord West Public School,378 Concord Rd,CONCORD WEST,2138.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8397,151.086
NSW,Concord Repatriation Hospital,Concord Repatriation General Hospital,Hospital Rd,CONCORD WEST,2138.0,F,google geocode,GEOMETRIC_CENTER,-33.836416,151.092723
NSW,Concord West,Concord West Uniting Church,Cnr Concord & Wunda Rds,CONCORD WEST,2138.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8456,151.089
NSW,Croydon,Croydon Pre-School,6 Railway St,CROYDON,2132.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.8838,151.118
NSW,Croydon Park,Croydon Park Public School Hall,Georges River Rd,CROYDON PARK,2133.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.8947,151.108
NSW,Croydon South,St James Anglican Church,Cnr Liverpool Rd & Highbury St,CROYDON,2132.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.887,151.114
NSW,Dobroyd Point,Dobroyd Point Public School,Waratah St,HABERFIELD,2045.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8742,151.14
NSW,Drummoyne,Drummoyne Public School,Rawson Ave,DRUMMOYNE,2047.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8561,151.153
NSW,Drummoyne East,Our Lady Help of Christians (Scalabrini Village),80 St Georges Cres,DRUMMOYNE,2047.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.8499,151.154
NSW,Drummoyne North,Drummoyne Civic Hall,1a Marlborough St,DRUMMOYNE,2047.0,A,2010 Polling Places,"Match 02 - state, premises, postcode",-33.8512,151.153
NSW,Enfield,Enfield Public School,Beaumaris St,ENFIELD,2136.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8893,151.094
NSW,Enfield South,2nd Enfield Scout Hall,357 Georges River Rd,CROYDON PARK,2133.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.8994,151.091
NSW,Enfield West,Strathfield South Uniting Church,Cnr Liverpool Rd & Frances Ave,STRATHFIELD SOUTH,2136.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8928,151.086
NSW,Five Dock,Five Dock Public School,Henry St,FIVE DOCK,2046.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8667,151.128
NSW,Five Dock Central,Domremy College,121 First Ave,FIVE DOCK,2046.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8683,151.134
NSW,Flemington,Homebush West Public School,Exeter Rd,HOMEBUSH WEST,2140.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8658,151.067
NSW,Haberfield,St Oswalds Anglican Church,Cnr Dalhousie & Dickson Sts,HABERFIELD,2045.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.8797,151.14
NSW,Haberfield West,Haberfield Public School,Denman Ave,HABERFIELD,2045.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8795,151.135
NSW,Homebush,Homebush Public School,Rochester St,HOMEBUSH,2140.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8698,151.083
NSW,Homebush North,Strathfield District Guide Hall,53 Ismay Ave,HOMEBUSH,2140.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8621,151.085
NSW,Homebush South,St Patricks College,Francis St,STRATHFIELD WEST,2140.0,N,google geocode,GEOMETRIC_CENTER,-33.8700719,151.0739802
NSW,Malvern Hill,Croydon Uniting Church,Murray St,CROYDON,2132.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.8846,151.112
NSW,Mortlake,Mortlake Public School,Brays Rd,CONCORD,2137.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8495,151.10399999999998
NSW,Rhodes,Former Rhodes Public School,Blaxland Rd,RHODES,2138.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.8269,151.089
NSW,Russell Lea,Russell Lea Infants School,Lithgow St,RUSSELL LEA,2046.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8613,151.142
NSW,Strathfield,Strathfield Girls High School,Albert Rd,STRATHFIELD,2135.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8744,151.083
NSW,Strathfield Central,Chalmers Road Public School (Special),Cnr Chalmers & Newton Rds,STRATHFIELD,2135.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.88,151.082
NSW,Strathfield City,Strathfield Uniting Church,Carrington Ave,STRATHFIELD,2135.0,A,google geocode,GEOMETRIC_CENTER,-33.8757341,151.0912752
NSW,Strathfield North,Strathfield North Public School Hall,251 Concord Rd,NORTH STRATHFIELD,2137.0,N,2010 Polling Places,"Match 06 - state, polling_place, postcode",-33.8556,151.091
NSW,Strathfield South,Strathfield South Public School Hall,457 Liverpool Rd,STRATHFIELD SOUTH,2136.0,F,google geocode,RANGE_INTERPOLATED,-33.8920267,151.0845039
NSW,Strathfield West,St Johns Anglican Church,93 Newton Rd,STRATHFIELD,2135.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8771,151.07
NSW,Wareemba,All Hallows Parish Centre,Halley St,FIVE DOCK,2046.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8606,151.13299999999998
NSW,Wellbank,Concord Kindergarten,Cnr Brewer & Bent Sts,CONCORD,2137.0,A,google geocode,ROOFTOP,-33.8542243,151.1044248
NSW,Bonny Hills,Bonny Hills Community Hall,Graham St,BONNY HILLS,2445.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-31.5911,152.839
NSW,Burrell Creek,Burrell Creek Hall,5348 The Bucketts Way,BURRELL CREEK,2429.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-31.9526,152.296
NSW,Byabarra,Byabarra Public School,1099 Comboyne Rd,BYABARRA,2446.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-31.5316,152.528
NSW,Chatham,Chatham High School,Davis St,TAREE,2430.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-31.8966,152.48
NSW,Comboyne,Comboyne Primary School,Stennetts Rd,COMBOYNE,2429.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.6051,152.472
NSW,Coopernook,Coopernook School of Arts,Macquarie St,COOPERNOOK,2426.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.8251,152.613
NSW,Crowdy Head,Crowdy Head Primary School,Geoffrey St,CROWDY HEAD,2427.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.8423,152.751
NSW,Cundletown,Cundletown Primary School,High St,CUNDLETOWN,2430.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.8999,152.52200000000002
NSW,Diamond Beach,Hallidays Point Primary School,300 Diamond Beach Rd,DIAMOND BEACH,2430.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-32.0714,152.543
NSW,Dunbogan,Jubilee Hall,The Boulevarde,DUNBOGAN,2443.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-31.6457,152.816
NSW,Dyers Crossing,D J Wand's Residence,3143 Wallanbah Rd,DYERS CROSSING,2429.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-32.0939,152.30100000000002
NSW,Elands,Elands Public School,152 Glenwarrin Rd,ELANDS,2429.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-31.6335,152.296
NSW,Failford,R E Tipton's Residence,494 Failford Rd,FAILFORD,2430.0,F,google geocode,ROOFTOP,-32.0868562,152.4298081
NSW,Forster,Catholic Church Hall,33 Lake St,FORSTER,2428.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-32.1871,152.511
NSW,Forster East,Forster Primary School,Head St,FORSTER,2428.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-32.1794,152.51
NSW,Forster Keys,Forster High School,Cape Hawke Dr,FORSTER,2428.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-32.2137,152.53799999999998
NSW,Forster South,Great Lakes Council Building,Breese Pde,FORSTER,2428.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-32.2001,152.52200000000002
NSW,Ghinni Ghinni,Ghinni Ghinni Public School,Ghinni Ghinni School Rd,GHINNI GHINNI,2430.0,N,google geocode,GEOMETRIC_CENTER,-31.8797475,152.5561358
NSW,Green Point Wallis Lake,Green Point Community Centre,Bottlebrush Cl,GREEN POINT,2428.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-32.2511,152.52
NSW,Hallidays Point,Blackhead Surf Club Pavilion,Main St,HALLIDAYS POINT,2430.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-32.0649,152.52700000000002
NSW,Hannam Vale,Hannam Vale Primary School,1159 Hannam Vale Rd,HANNAM VALE,2443.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.712,152.594
NSW,Harrington,Harrington Community Hall,Pilot St,HARRINGTON,2427.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.8719,152.69
NSW,Herons Creek,Herons Creek Public School,5499 Pacific Hwy,HERONS CREEK,2443.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-31.5884,152.72899999999998
NSW,Hibbard,Lions Club Hall,Hastings River Dr,PORT MACQUARIE,2444.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-31.429000000000002,152.88299999999998
NSW,Huntingdon,Huntingdon Public School,2876 Oxley Hwy,HUNTINGDON,2446.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-31.4615,152.815
NSW,Johns River,Johns River Primary School,Station St,JOHNS RIVER,2443.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.7331,152.697
NSW,Kendall,Kendall War Memorial Hall,Graham St,KENDALL,2439.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.6323,152.703
NSW,Kew,Tourist Information Centre,4891 Pacific Hwy,KEW,2439.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.6393,152.734
NSW,Killabakh,Killabakh Bushfire Brigade Building,Comboyne Rd,KILLABAKH,2429.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.7363,152.401
NSW,Kings Creek,King Creek Bushfire Brigade Building,Narran Cl,KING CREEK,2446.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-31.4721,152.756
NSW,Krambach,Krambach Primary School,3846 The Bucketts Way,KRAMBACH,2429.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-32.0494,152.266
NSW,Lake Cathie,Lake Cathie Community Hall,Mullaway Rd,LAKE CATHIE,2445.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-31.5543,152.851
NSW,Lansdowne,Lansdowne Public School,Macquarie St,LANSDOWNE,2430.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-31.7842,152.532
NSW,Laurieton,Laurieton School of Arts,Bold St,LAURIETON,2443.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.651999999999997,152.796
NSW,Long Flat,Long Flat Public School,5075 Oxley Hwy,LONG FLAT,2446.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-31.4369,152.49
NSW,Lorne,Lorne Recreation Centre,941 Stewarts River Rd,LORNE,2439.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-31.6616,152.61
NSW,Manning Point,Annexe,39 Main Rd,MANNING POINT,2430.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.8953,152.662
NSW,Marlee,Marlee District Hall,1655 Bulga Rd,MARLEE,2429.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-31.7709,152.316
NSW,Mitchells Island,Mitchells Island Hall,1179 Manning Point Rd,MITCHELLS ISLAND,2430.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.8909,152.615
NSW,Moorland,Moorland Primary School,15 Church St,MOORLAND,2443.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.7706,152.65200000000002
NSW,Mount George,Mount George Primary School,1524 Nowendoc Rd,MOUNT GEORGE,2424.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.8817,152.18
NSW,Nabiac,Nabiac Public School,Clarkson St,NABIAC,2312.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-32.0996,152.381
NSW,North Haven,North Haven Community Hall,Ocean Dr,NORTH HAVEN,2443.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-31.6408,152.815
NSW,Old Bar,Old Bar Primary School,David St,OLD BAR,2430.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.9722,152.588
NSW,Oxley Island,Oxley Island School of Arts,96 Oxley Island Rd,OXLEY ISLAND,2430.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.910999999999998,152.56799999999998
NSW,Port Macquarie Central,Port Macquarie Primary School,Grant St,PORT MACQUARIE,2444.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.4293,152.914
NSW,Port Macquarie Civic,Port Macquarie Civic Centre,Clarence St,PORT MACQUARIE,2444.0,A,google geocode,GEOMETRIC_CENTER,-31.4290503,152.910264
NSW,Port Macquarie East,Port Macquarie High School,Owen St,PORT MACQUARIE,2444.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-31.4341,152.921
NSW,Port Macquarie Hospital,Port Macquarie Base Hospital,Wrights Rd,PORT MACQUARIE,2444.0,F,google geocode,GEOMETRIC_CENTER,-31.452852,152.8766638
NSW,Port Macquarie South,Hastings Primary School,Waniora Pkwy,PORT MACQUARIE,2444.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.4521,152.918
NSW,Port Macquarie West,Westport Technology High School,Findlay Ave,PORT MACQUARIE,2444.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.4355,152.895
NSW,Purfleet,Girrawong Pre-School,Russell St,PURFLEET,2430.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.941,152.469
NSW,Settlement Shores,St Josephs High School,Warlters St,PORT MACQUARIE,2444.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-31.4298,152.899
NSW,Tacking Point,Tacking Point Public School,Bangalay Dr,PORT MACQUARIE,2444.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-31.4726,152.922
NSW,Taree,Taree High School,Albert St,TAREE,2430.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-31.9098,152.464
NSW,Taree Central,Ormsby House,24 Commerce St,TAREE,2430.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-31.9138,152.45600000000002
NSW,Taree Hospital,Manning Base Hospital,High St,TAREE,2430.0,A,google geocode,GEOMETRIC_CENTER,-31.9097249,152.4572175
NSW,Taree North,Manning Gardens Primary School,Bushland Dr,TAREE,2430.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.892,152.461
NSW,Taree West,Taree West Public School,Wingham Rd,TAREE,2430.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-31.9076,152.445
NSW,Tinonee,Tinonee School of Arts,Manchester St,TINONEE,2430.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.9363,152.414
NSW,Tuncurry,Tuncurry Primary School,Tuncurry St,TUNCURRY,2428.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-32.1598,152.487
NSW,Upper Lansdowne,Upper Lansdowne Primary School,1399 Upper Lansdowne Rd,UPPER LANSDOWNE,2430.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.7463,152.465
NSW,Wauchope,Wauchope CWA Hall,High St,WAUCHOPE,2446.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.4515,152.731
NSW,Wauchope South,Scout Hall,Tallowood Ave,WAUCHOPE,2446.0,F,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.4694,152.731
NSW,Wherrol Flat,Wherrol Flat Hall,1205 Wherrol Flat Rd,WHERROL FLAT,2429.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-31.7835,152.22799999999998
NSW,Wingham,Wingham Brush Primary School,Isabella St,WINGHAM,2429.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-31.8701,152.377
NSW,Wingham West,Wingham Town Hall,Farquhar St,WINGHAM,2429.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-31.87,152.37
NSW,Airds,Briar Road Public School,Briar Rd,AIRDS,2560.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-34.0881,150.829
NSW,Ambarvale,Ambarvale Public School,Copperfield Dr,AMBARVALE,2560.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.0866,150.798
NSW,Ambarvale West,Thomas Acres Public School,Crispsparkle Dr,AMBARVALE,2560.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-34.0942,150.79
NSW,Appin,Appin Public School,Main Rd,APPIN,2560.0,N,2016 Polling Places,"Match 04 - state, premises, postcode",-34.1978,150.78799999999998
NSW,Austral,Austral Public School,Edmondson Ave,AUSTRAL,2171.0,A,google geocode,GEOMETRIC_CENTER,-33.9345057,150.8117414
NSW,Badgerys Creek,Badgerys Creek Public School,Badgerys Creek Rd,BADGERYS CREEK,2171.0,N,google geocode,GEOMETRIC_CENTER,-33.9020133,150.7362658
NSW,Bargo,Bargo Community Hall,Nooral St,BARGO,2574.0,F,2007 Polling Places,"Match 01 - state, premises, postcode",-34.289,150.579
NSW,Berrima,Holy Trinity Church Hall,Argyle St,BERRIMA,2577.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-34.4904,150.335
NSW,Bowral,Bowral Uniting Church Hall,29 Bendooley St,BOWRAL,2576.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-34.4824,150.42
NSW,Bowral South,Bowral High School,Park Rd,BOWRAL,2576.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.4889,150.424
NSW,Bradbury,Bradbury Public School,Jacaranda Ave,BRADBURY,2560.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.086,150.813
NSW,Bradbury East,St Patricks College,St Johns Rd,BRADBURY,2560.0,F,google geocode,GEOMETRIC_CENTER,-34.0888683,150.813678
NSW,Bradbury South,Woodland Public School,Woodland Rd,ST HELENS PARK,2560.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-34.0977,150.816
NSW,Bringelly,Bringelly Public School,The Northern Rd,BRINGELLY,2171.0,A,google geocode,GEOMETRIC_CENTER,-33.907955,150.705188
NSW,Buxton,Buxton Public School,Hassall Rd,BUXTON,2571.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.2482,150.548
NSW,Camden,Camden Public School,John St,CAMDEN,2570.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-34.0526,150.694
NSW,Camden Downs,Macarthur Pre-School,8 Lawson Ave,CAMDEN SOUTH,2570.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.0842,150.691
NSW,Camden East,Mawarra Public School,Macarthur Rd,ELDERSLIE,2570.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-34.0606,150.71200000000002
NSW,Camden Hospital,Camden Hospital Activity Centre,Broughton St,CAMDEN,2570.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-34.0624,150.69299999999998
NSW,Camden South,Camden South Public School,Old Hume Hwy,CAMDEN,2570.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.0756,150.695
NSW,Campbelltown,Campbelltown Public School,Lithgow St,CAMPBELLTOWN,2560.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-34.0703,150.816
NSW,Carrington Hospital,Carrington Retirement Village,Werombi Rd,GRASMERE,2570.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.052,150.672
NSW,Catherine Field,Catherine Field Community Hall,Catherine Fields Rd,CATHERINE FIELD,2171.0,N,google geocode,GEOMETRIC_CENTER,-33.9889779,150.7607802
NSW,Cawdor,Cawdor Public School,Cawdor Rd,CAWDOR,2570.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-34.0796,150.689
NSW,Cecil Hills,Cecil Hills High School,Spencer Rd,CECIL HILLS,2171.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8957,150.851
NSW,Cobbitty,Cobbitty Anglican Church Hall,Cobbitty Rd,COBBITTY,2570.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-34.0159,150.686
NSW,Colo Vale,Colo Vale Community Hall,Railway Pde,COLO VALE,2575.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.4005,150.487
NSW,Currans Hill,Currans Hill Neighbourhood Centre,Currans Hill Dr,CURRANS HILL,2567.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-34.048,150.769
NSW,Douglas Park,Douglas Park Public School,111 Camden Rd,DOUGLAS PARK,2569.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-34.179,150.71200000000002
NSW,Glenquarry,Glenquarry Public School,Tourist Rd,GLENQUARRY,2576.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-34.5223,150.484
NSW,Greenway Park,Greenway Park Community Centre,Greenway Dr,WEST HOXTON,2171.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.9379,150.838
NSW,Harbison Village,Harbison Retirement Village,Charlotte St,BURRADOO,2576.0,F,google geocode,GEOMETRIC_CENTER,-34.5070505,150.4115178
NSW,Harrington Park,Harrington Park Community Centre,Fairwater Dr,HARRINGTON PARK,2567.0,A,2010 Polling Places,"Match 02 - state, premises, postcode",-34.0291,150.735
NSW,Hilltop,Hilltop Community Centre,Cumbertine St,HILLTOP,2575.0,A,google geocode,GEOMETRIC_CENTER,-34.3568532,150.4898286
NSW,Kangaloon,Kangaloon Public School,Kangaloon Rd,KANGALOON,2576.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.5315,150.482
NSW,Leppington,Leppington Public School,Rickard Rd,LEPPINGTON,2171.0,N,google geocode,GEOMETRIC_CENTER,-33.9612218,150.8077265
NSW,Luddenham,Luddenham Public School,Jamison St,LUDDENHAM,2745.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-33.8816,150.692
NSW,Menangle,Menangle School Of Arts Hall,Station St,MENANGLE,2568.0,N,google geocode,GEOMETRIC_CENTER,-34.1273981,150.7409648
NSW,Mittagong,Mittagong Public School,Pioneer St,MITTAGONG,2575.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.4471,150.45
NSW,Mittagong South,Mittagong Pre-School Kindergarten,Oxford St,MITTAGONG,2575.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.4579,150.44799999999998
NSW,Mount Annan,Mount Annan Public School,Stenhouse Dr,MOUNT ANNAN,2567.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.0608,150.761
NSW,Mount Hunter,Mount Hunter Public School,165 Burragorang Rd,MOUNT HUNTER,2570.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.0717,150.636
NSW,Narellan,Narellan Community Hall,Queen St,NARELLAN,2567.0,A,2007 Polling Places,"Match 05 - state, polling_place, postcode",-34.0647,150.782
NSW,Narellan Vale,Elizabeth Macarthur High School,Waterworth Dr,NARELLAN VALE,2567.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.0577,150.738
NSW,Oakdale,Oakdale Public School,Burragorang Rd,OAKDALE,2570.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.0797,150.50799999999998
NSW,Orangeville,Orangeville Uniting Church Hall,Werriberri Rd,ORANGEVILLE,2570.0,N,2007 Polling Places,"Match 01 - state, premises, postcode",-34.0347,150.572
NSW,Picton,Wollondilly Shire Hall,Menangle St,PICTON,2571.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.17,150.613
NSW,Rosemeadow,Rosemeadow Public School,Anthony Dr,ROSEMEADOW,2560.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.1048,150.795
NSW,Rossmore,Rossmore Public School,Bringelly Rd,ROSSMORE,2171.0,A,google geocode,GEOMETRIC_CENTER,-33.9519825,150.8285089
NSW,St Helens Park,St Helens Park Public School,Kellerman Dr,ST HELENS PARK,2560.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.1109,150.803
NSW,Silverdale,Silverdale Progress Hall,Silverdale Rd,SILVERDALE,2752.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-33.9102,150.619
NSW,Tahmoor,Tahmoor Community Centre,Harper Cl,TAHMOOR,2573.0,A,2010 Polling Places,"Match 02 - state, premises, postcode",-34.224000000000004,150.593
NSW,The Oaks,The Oaks Public School,Burragorang St,THE OAKS,2570.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.0788,150.571
NSW,Theresa Park,Sunday School Hall,Werombi Rd,THERESA PARK,2570.0,N,2007 Polling Places,"Match 05 - state, polling_place, postcode",-34.0027,150.641
NSW,Thirlmere,Thirlmere Public School,Oaks St,THIRLMERE,2572.0,A,2007 Polling Places,"Match 01 - state, premises, postcode",-34.2043,150.569
